12:45:34.6078,30.74,1
12:45:35.2808,9.83,2
12:45:37.7906,9.96,2
12:45:40.2982,10.04,2
12:45:42.1183,31.05,1
12:45:42.7835,10.12,2
12:45:44.624,31.17,1
12:45:45.301,10.18,2
12:45:47.8057,10.29,2
12:45:50.3087,10.32,2
12:45:52.6644,31.33,1
12:45:53.3312,10.43,2
12:45:54.652,31.45,1
12:45:55.3259,10.30,2
12:46:00.3508,10.10,2
12:46:02.1723,31.54,1
12:46:02.8366,10.19,2
12:46:05.3326,10.23,2
12:46:07.1685,31.03,1
12:46:09.6777,29.64,1
12:46:10.3517,8.16,2
12:46:12.1861,28.05,1
12:46:12.8669,6.85,2
12:46:14.7105,26.72,1
12:46:15.3679,5.46,2
12:46:17.876,4.04,2
12:46:19.7049,23.76,1
12:46:20.382,2.66,2
12:46:22.216,22.26,1
12:46:22.8928,1.78,2
12:46:24.7179,20.81,1
12:46:25.3953,1.74,2
12:46:27.2148,19.33,1
12:46:27.8952,2.74,2
12:46:29.7184,17.81,1
12:46:30.398,4.16,2
12:46:32.2156,16.48,1
12:46:32.9019,5.52,2
12:46:34.7168,14.91,1
12:46:35.4134,6.98,2
12:46:37.2283,13.63,1
12:46:37.9228,8.25,2
12:46:39.7461,12.34,1
12:46:40.4489,9.57,2
12:46:42.9378,10.66,2
12:46:44.7421,10.94,1
12:46:45.4423,10.80,2
12:46:47.256,10.84,1
12:46:47.9559,10.95,2
12:46:49.7575,10.88,1
12:46:50.4602,10.85,2
12:46:52.2766,10.85,1
12:46:52.9701,10.87,2
12:46:55.5,12.01,2
12:46:57.3031,9.00,1
12:46:58.0042,12.78,2
12:46:59.8032,8.78,1
12:47:00.5027,12.92,2
12:47:03.0116,13.04,2
12:47:04.8149,8.63,1
12:47:07.3247,8.78,1
12:47:08.0297,12.97,2
12:47:09.8395,9.47,1
12:47:13.1248,13.25,2
12:47:13.9749,126.53,3
12:47:15.5577,13.56,2
12:47:16.4133,126.14,3
12:47:17.353,12.12,1
12:47:18.055,14.11,2
12:47:18.9127,125.82,3
12:47:19.8589,13.19,1
12:47:20.5572,14.73,2
12:47:21.4055,125.44,3
12:47:22.3644,14.24,1
12:47:23.0651,15.46,2
12:47:23.9212,125.09,3
12:47:26.4297,124.71,3
12:47:27.404,16.60,1
12:47:28.1064,17.20,2
12:47:28.945,124.38,3
12:47:31.4458,123.97,3
12:47:32.4265,19.75,1
12:47:33.1174,19.15,2
12:47:33.9524,123.62,3
12:47:35.6338,20.21,2
12:47:36.4643,123.22,3
12:47:38.147,21.30,2
12:47:38.9768,122.85,3
12:47:40.6652,22.40,2
12:47:41.4942,122.42,3
12:47:43.1715,23.54,2
12:47:44.0028,122.03,3
12:47:45.6762,24.11,2
12:47:46.5404,121.69,3
12:47:47.4697,26.49,1
12:47:48.1731,24.10,2
12:47:49.0039,121.51,3
12:47:51.5282,121.26,3
12:47:54.0205,121.11,3
12:47:56.5445,120.96,3
12:47:59.04,120.80,3
12:48:00.0072,26.58,1
12:48:00.7068,23.37,2
12:48:01.5293,120.62,3
12:48:02.5165,26.57,1
12:48:04.0441,120.51,3
12:48:05.7149,23.07,2
12:48:06.548,120.34,3
12:48:07.5244,26.40,1
12:48:09.0545,120.23,3
12:48:11.5555,119.72,3
12:48:14.063,118.49,3
12:48:15.7254,20.82,2
12:48:16.5617,116.98,3
12:48:18.2436,20.12,2
12:48:19.0731,115.54,3
12:48:20.0534,28.50,1
12:48:20.7405,19.55,2
12:48:21.5792,114.06,3
12:48:22.5677,29.22,1
12:48:24.0872,112.60,3
12:48:26.5981,111.11,3
12:48:28.2637,18.27,2
12:48:29.1046,109.69,3
12:48:30.7739,18.27,2
12:48:31.6085,108.22,3
12:48:32.6014,32.91,1
12:48:34.1068,106.81,3
12:48:35.7936,18.43,2
12:48:36.6079,105.38,3
12:48:37.615,34.73,1
12:48:39.107,104.33,3
12:48:41.6071,103.98,3
12:48:44.116,103.92,3
12:48:46.6229,103.87,3
12:48:49.1245,103.90,3
12:48:50.1442,35.06,1
12:48:51.6303,103.92,3
12:48:53.3171,18.71,2
12:48:54.1371,103.96,3
12:48:55.8279,18.62,2
12:48:56.6396,103.98,3
12:48:59.146,104.15,3
12:49:00.1626,34.31,1
12:49:00.8317,17.40,2
12:49:01.6516,104.58,3
12:49:03.339,15.93,2
12:49:04.1752,105.19,3
12:49:06.6589,105.75,3
12:49:07.6759,31.14,1
12:49:08.3532,13.15,2
12:49:09.1789,106.30,3
12:49:10.1927,30.26,1
12:49:10.8541,11.71,2
12:49:11.6898,106.80,3
12:49:13.3596,10.35,2
12:49:14.1974,107.33,3
12:49:15.8566,9.11,2
12:49:17.6957,28.20,1
12:49:18.3698,7.94,2
12:49:20.2085,27.81,1
12:49:20.8795,6.91,2
12:49:23.391,6.27,2
12:49:25.2159,27.25,1
12:49:25.8858,6.04,2
12:49:27.7264,26.97,1
12:49:28.4042,5.98,2
12:49:30.2357,27.12,1
12:49:30.8988,5.81,2
